OpenDSS Value (p.u.),Bus
1.0061186933786537,p17udt15100lv
1.0061228299708194,p17udm7418
1.006140552817876,p17udm37936
1.0061418169839806,p17ulv34442
1.0061459969444544,p17ulv22535
1.0061523559472527,p17ulv32028
1.0061644338775788,p17ulv37385
1.0061673436466378,p17ulv22416
1.0061759198231774,p17ulv9822
1.0061792921627806,p17ulv32202
1.006200272749918,p17ulv6944
1.0062039121250677,p17ulv57681
1.006205935400848,p17ulv5517
1.0062105800473822,p17ulv37354
1.0062162243438384,p17udt10048lv
1.0062187234679998,p17ulv37805
1.0062243721067716,p17ulv34601
1.0062297159502116,p17ulv37719
1.0062325595459745,p17ulv9938
1.0062334509903736,p17ulv57429
1.0062343956863307,p17ulv34539
1.006236088196538,p17ulv39734
1.0062375396861727,p17udm7385
1.006239227466148,p17ulv38213
1.0062471534924589,p17ulv57229
1.006295978406523,p17udm33285
1.0063281090521774,p17udm23388
1.006344697722663,p17ulv37932
1.0063500911768113,p17ulv38018
1.0063537666432987,p17ulv37891
1.0063574908890855,p17udm38294
1.006373384860016,p17ulv37940
1.0063850437768034,p17ulv34405
1.006393632834078,p17udt9299lv
1.0064059975561013,p17ulv57505
1.006415018631338,p17ulv37740
1.0064249031729324,p17udt15106lv
1.0064288923842004,p17udt15110lv
1.0064292561202675,p17udm35325
1.0064373644044537,p17ulv4399
1.0064440554321998,p17ulv37298
1.0064480449099826,p17udm23372
1.0064538987261444,p17udm38639
1.0064565137531216,p17udm23433
1.0064590967660951,p17udm23367
1.0064706108600396,p17udm23371
1.0065003407760436,p17udt10080lv
1.0065018239884798,p17ulv22484
1.006507122425752,p17ulv37361
1.0065083047143124,p17ulv34471
1.0065137782139155,p17udm38297
1.0065143930802323,p17ulv34532
1.0065462739457203,p17ulv37558
1.006568015156596,p17ulv9224
1.0065769037399055,p17ulv32876
1.0065916605290814,p17udm7260
1.0066131337634272,p17ulv57738
1.0066161764889943,p17ulv22503
1.0066170683159208,p17ulv22435
1.006636068754271,p17ulv37837
1.0066371064240778,p17ulv34708
1.0066491228101624,p17udm23370
1.0066530123179733,p17udm35326
1.0066537401009419,p17ulv38197
1.006670779460735,p17ulv32022
1.0066899463742558,p17udm32823
1.0066929393744712,p17ulv6679
1.0066950525739045,p17ulv22473
1.0066991795953637,p17ulv34564
1.0067079277418483,p17ulv34417
1.0067194896861005,p17udm56994
1.0067218997792944,p17ulv34341
1.0067252942249287,p17ulv6707
1.0067283488902954,p17ulv37747
1.006733501595468,p17udm33585
1.0067642471760674,p17ulv32280
1.0067890084295008,p17udm23405
1.0067946998060426,p17ulv57608
1.006794913540853,p17udm38621
1.0068002192711645,p17ulv6647
1.0068030039693698,p17ulv32725
1.006823251865442,p17udt9315lv
1.006825690088819,p17ulv34655
1.0068276605560351,p17udm35392
1.0068385037182532,p17ulv37553
1.0068872686323984,p17udm38044
1.006902313342739,p17ulv37296
1.0069044986432503,p17ulv33556
1.0069085331576932,p17ulv34521
1.0069211158542406,p17ulv37641
1.0069338250794297,p17ulv34575
1.0069340120991164,p17udt2586lv
1.0069400249791594,p17ulv37881
1.006948317507246,p17ulv4602
1.0069585117965874,p17udm32822
1.006983134301489,p17ulv37578
1.0069873795883286,p17ulv37724
1.0070041154263425,p17udt9324lv
1.0070096282807866,p17ulv34541
1.0070237938545084,p17udt9330lv
1.0070378137433784,p17ulv34553
1.0070386052305218,p17udm35218
1.0070517795245784,p17udm23368
1.0070519813478436,p17ulv37627
1.0070538077679487,p17ulv34465
1.007056008219007,p17ulv34732
1.0070621934909338,p17ulv32580
1.0070692601397673,p17ulv37689
1.0070709527770854,p17ulv37568
1.0070721006566292,p17udt9338lv
1.0070773364326602,p17ulv37313
1.0070781288303885,p17udm7222
1.0070910567532494,p17ulv32183
1.0070912116510071,p17ulv9287
1.0071132917516858,p17ulv34528
1.0071155142394668,p17ulv37310
1.007115633523896,p17udm38068
1.0071165708378338,p17udm32947
1.0071296341929608,p17udm5807
1.0071418249105997,p17ulv6626
1.0071504249743697,p17udm35307
1.0071513823306444,p17ulv33717
1.0071535693535283,p17udm10605
1.007163548291683,p17udm38638
1.0071708193260258,p17udm38385
1.0071791705462283,p17ulv57758
1.0071852906745171,p17ulv34720
1.007187123923063,p17udt9321lv
1.0072307725727976,p17udm23432
1.0072328603231404,p17udm35241
1.007239386693992,p17udm35429
1.0072427201362855,p17ulv22464
1.0072586464196036,p17ulv3235
1.0072587977585528,p17udm7384
1.0072721992190594,p17ulv34685
1.0072790162976104,p17ulv37639
1.0072913014441456,p17udm35305
1.007301033912153,p17udm35370
1.0073037365078141,p17udm38015
1.0073040846610426,p17ulv7059
1.0073191346249846,p17ulv32266
1.0073247007450685,p17udt9352lv
1.0073276650929917,p17udm35393
1.0073341066667023,p17ulv22393
1.0073353673317933,p17udm38200
1.007351841971511,p17udm32941
1.0073528654901924,p17ulv33937
1.0073561471220485,p17ulv39896
1.007359713423135,p17ulv37896
1.007362472989273,p17ulv34501
1.007380722478035,p17ulv37336
1.0073828278606904,p17ulv37366
1.00739095732555,p17ulv34397
1.007391110304248,p17ulv6703
1.0073972393690522,p17ulv34487
1.0073991321775668,p17ulv16088
1.0073998249979808,p17udm23407
1.0074094250524848,p17udm35214
1.007441535389181,p17ulv6729
1.007448318991482,p17ulv38219
1.0074491254900235,p17ulv32454
1.0074495166283641,p17ulv37720
1.0074512339114168,p17udm33288
1.0074554023112268,p17ulv37643
1.0074765406224144,p17udm38085
1.007478927795466,p17udm33657
1.007480222317013,p17ulv34733
1.007497441877651,p17udm38344
1.0074985907949392,p17ulv37551
1.007499030246672,p17udm35457
1.0075067345524353,p17udm38315
1.0075076853242164,p17ulv38074
1.0075163416114192,p17udt9308lv
1.0075217789164448,p17ulv37710
1.0075300514148637,p17udm33196
1.0075459719036617,p17udt14664lv
1.007548412829957,p17ulv6873
1.0075539640226268,p17ulv32541
1.007574746031363,p17ulv37899
1.0075926588524273,p17ulv37666
1.00761219724421,p17ulv32178
1.0076246908702715,p17ulv39699
1.0076252787053843,p17ulv37635
1.0076406784564491,p17ulv7044
1.0076437120366055,p17ulv6750
1.007643985549626,p17udm38346
1.0076560872627076,p17udm38252
1.0076685452281957,p17ulv37523
1.0076766079352404,p17ulv37914
1.0076778317064516,p17ulv37552
1.0076925267356123,p17ulv34346
1.0076926212582282,p17udm7236
1.0076953269803304,p17ulv32385
1.0077056592266098,p17ulv22457
1.0077228842561234,p17udm4913
1.0077275596176154,p17ulv37368
1.0077275890399722,p17ulv22452
1.007728414000645,p17ulv4524
1.0077343603693838,p17ulv38011
1.0077368855447044,p17udm35278
1.0077480075672784,p17ulv34518
1.007755046435311,p17ulv38076
1.0077629066361635,p17udm38201
1.0077631466726713,p17udm38569
1.007764413362953,p17ulv34467
1.0077648927977052,p17ulv38181
1.0077849691157348,p17udm23443
1.0078177553208265,p17udm38059
1.0078184697586519,p17ulv37781
1.0078206014677789,p17ulv32209
1.0078227172299299,p17udm38720
1.0078269327350675,p17ulv37993
1.007834784754311,p17udm38510
1.0078380312176847,p17ulv12169
1.007851868512048,p17ulv34420
1.0078572960761942,p17udm7386
1.0078702575180944,p17udm38664
1.007871622222255,p17udm32827
1.0079023083119951,p17ulv22432
1.007906009132224,p17ulv13693
1.0079060277650582,p17ulv33849
1.007916433447198,p17udm38087
1.0079168213786005,p17udm35230
1.0079252590482453,p17udt6079lv
1.0079338891331022,p17udm7419
1.007941126431577,p17udt9339lv
1.0079444413135812,p17ulv6597
1.0079462956598646,p17ulv4500
1.0079522648629893,p17udm4920
1.007954500551587,p17ulv34513
1.0079623782862508,p17udm13675
1.007970163372467,p17ulv22505
1.0079756186924618,p17ulv37557
1.0079834595580839,p17udm38070
1.0079840122104522,p17udm32907
1.0079847564128868,p17ulv33627
1.0079868523242246,p17ulv34589
1.007998353884735,p17ulv4438
1.0080104936212555,p17ulv15846
1.0080454659982145,p17udm38136
1.0080616364216153,p17ulv38047
1.0080630025497208,p17ulv37337
1.0080771588585775,p17ulv5331
1.0080904181277526,p17udt6060lv
1.0080941669101358,p17udm7301
1.008094970268964,p17ulv4442
1.008098105491505,p17udt9358lv
1.0081012178446405,p17udm35418
1.0081018044688805,p17ulv4587
1.0081036135239168,p17udm38620
1.008116191802441,p17ulv37692
1.0081182960952164,p17ulv34646
1.0081204953256788,p17ulv37460
1.0081243553355181,p17ulv22489
1.0081275511610743,p17ulv22494
1.0081286329369528,p17ulv22537
1.00813756486383,p17ulv32292
1.008148851507072,p17ulv34525
1.0081524416465837,p17udt6046lv
1.0081554675344013,p17udt9333lv
1.0081567817245043,p17udm33587
1.0081579731763115,p17udm7203
1.0081629637724854,p17ulv34734
1.0081657367090922,p17udt10034lv
1.0081722208463804,p17udm35179
1.0081978398456308,p17udm38383
1.008200079639196,p17ulv32377
1.00820547099705,p17ulv37780
1.0082090081946742,p17udm10748
1.0082113115137212,p17udm38650
1.0082177113991513,p17udm38124
1.0082196855845256,p17ulv6994
1.0082214413973434,p17udm38568
1.0082219131619998,p17ulv32418
1.0082241546490796,p17ulv37748
1.0082242502579166,p17udm37935
1.0082262756602023,p17ulv4437
1.0082310110717005,p17ulv37286
1.0082369404140332,p17ulv4558
1.0082413783217437,p17ulv34375
1.00824667190105,p17ulv39707
1.008253046622278,p17ulv6890
1.0082668819343596,p17udm1854
1.0082713534429297,p17udm38019
1.0082723171042645,p17udm38567
1.0082856352048821,p17ulv6986
1.0082859491742502,p17udm23317
1.0083029883296037,p17udm32884
1.0083053425072244,p17ulv37729
1.008309976107528,p17ulv37623
1.0083131418582876,p17ulv38128
1.0083211747183447,p17ulv6789
1.0083359785576111,p17udm38253
1.0083412694696532,p17udm35458
1.0083422720948514,p17udm34187
1.0083465865620687,p17ulv37863
1.008350980048347,p17ulv38002
1.0083525517090297,p17ulv6732
1.0083541227928348,p17ulv1611
1.0083564414103157,p17ulv22392
1.0083579266131653,p17ulv32033
1.0083646640237043,p17ulv32422
1.0083694725509087,p17ulv6777
1.0083697688531301,p17udt10168lv
1.008370772981102,p17ulv34610
1.0083753255612762,p17ulv4535
1.008377022832362,p17ulv37732
1.0083886513602662,p17ulv37721
1.0083945854560028,p17udm38095
1.0083950888501119,p17udm33282
1.0084076285095995,p17udm38092
1.0084303649651196,p17ulv34426
1.0084318775461922,p17ulv6757
1.0084348366072684,p17ulv37653
1.0084468001598164,p17ulv6753
1.0084516028652242,p17ulv38160
1.0084574725791584,p17udt9329lv
1.0084626626077913,p17udm13671
1.0084675087777448,p17ulv31976
1.008477586662731,p17ulv34599
1.0084898310996895,p17ulv6553
1.008494553019122,p17udm33395
1.0084974517280432,p17ulv39816
1.0084999630350149,p17udm23440
1.0085132768872012,p17udm35262
1.0085134020602857,p17udm38018
1.008516497297355,p17udm7420
1.0085420279453317,p17ulv39617
1.0085539442929843,p17ulv4501
1.0085558486094333,p17ulv12248
1.0085669610514942,p17ulv22510
1.0085737298214825,p17ulv32367
1.0085763563830477,p17ulv34689
1.0085764796127734,p17ulv38247
1.008581725758803,p17ulv4542
1.008586289964494,p17ulv38195
1.0085865000686836,p17ulv34718
1.0086022742502707,p17udm38312
1.0086026325808015,p17ulv39591
1.008602645314139,p17ulv33379
1.0086241922839503,p17ulv37547
1.0086249803681677,p17ulv6603
1.0086262639858572,p17ulv37542
1.0086320674762546,p17ulv37955
1.008644642481408,p17ulv9332
1.0086519297908054,p17udm7389
1.0086579823514716,p17udm23436
1.008658318054013,p17udm7794
1.0086610580663855,p17ulv37293
1.0086700303981648,p17ulv38026
1.0086761296371523,p17ulv34373
1.0086844030894828,p17udm23403
1.0086958883683446,p17udm38126
1.0086959334714436,p17ulv37301
1.0086986881231206,p17ulv34625
1.0087049992300317,p17ulv12190
1.0087095344028425,p17udm38640
1.0087126756809226,p17udt9349lv
1.0087184410712324,p17ulv7061
1.0087297859890818,p17udm38135
1.00873053030748,p17ulv55580
1.0087317418873956,p17ulv38234
1.0087381828154398,p17ulv34583
1.008742526057171,p17udm38509
1.008758159767968,p17udm33397
1.0087865112919694,p17udm38134
1.0087908082683184,p17udm38347
1.0087922735532624,p17ulv22497
1.0087925232211072,p17ulv4580
1.0087928823141605,p17udm38101
1.0087949521834219,p17ulv34549
1.0087985118317442,p17ulv4513
1.0088199796011188,p17udt6066lv
1.0088230555175706,p17ulv32568
1.0088318182679323,p17udm7227
1.00883517245116,p17ulv10006
1.0088498589734876,p17udm23316
1.008855184002591,p17ulv22506
1.0088585283440736,p17ulv37828
1.0088631164689064,p17ulv33866
1.0088735962867141,p17udm7796
1.0088741221603885,p17ulv55380
1.0088754025602733,p17udt6083lv
1.0088766247931638,p17ulv4450
1.008881504722229,p17udm7421
1.0088866211261203,p17ulv4468
1.008892342638573,p17ulv9906
1.0088931460460113,p17ulv32267
1.0088951619588404,p17udt10039lv
1.008899754592913,p17udt6062lv
1.0089001527222008,p17ulv31988
1.0089088459482982,p17ulv55650
1.0089095140080546,p17ulv4612
1.0089123531332138,p17udt10028lv
1.0089138400701017,p17udm35257
1.0089145812116604,p17udm38703
1.008925759547426,p17ulv33872
1.00892953979967,p17udt10150lv
1.0089298529446735,p17ulv34600
1.008932427043216,p17ulv7132
1.008933531468965,p17ulv4476
1.0089555509861523,p17ulv9998
1.008961792020334,p17udm38042
1.0089655768356174,p17ulv37564
1.0089696775962698,p17ulv37304
1.0089739812016505,p17ulv34461
1.0089791541457847,p17ulv9862
1.008980128351451,p17udm35454
1.0089803565904134,p17ulv37968
1.0089901915985815,p17udm23339
1.0089910392303294,p17ulv37423
1.008991280006036,p17ulv6643
1.009002491949194,p17udm7220
1.0090042227871736,p17ulv37392
1.0090103347721993,p17udm34188
1.0090128917405226,p17udm38386
1.009014086384062,p17ulv13853
1.0090224755992778,p17udm38098
1.0090321069824466,p17ulv37819
1.0090336315310626,p17udm33393
1.0090358538172408,p17ulv5079
1.0090362262390389,p17ulv38010
1.0090451623714993,p17udt9347lv
1.0090703728023747,p17udt10072lv
1.009073104445105,p17udt10049lv
1.009073969725518,p17ulv38206
1.009074779677764,p17ulv9258
1.0090772034848832,p17ulv34515
1.0090789437555348,p17udm38314
1.0090802680912065,p17udm7306
1.0090808261985158,p17ulv4578
1.0090868283941807,p17udm35254
1.0090899464052359,p17ulv16021
1.0090928812945423,p17udt9305lv
1.0091005702263387,p17udt10170lv
1.0091016871868872,p17udm38649
1.0091083114242076,p17udm38084
1.0091250374575536,p17ulv37333
1.0091355859874502,p17ulv37538
1.0091384284849525,p17udt9348lv
1.0091501775228735,p17udm5004
1.009156223625264,p17udm34549
1.0091619565755685,p17udt9360lv
1.0091646139794452,p17ulv37625
1.0091827344517261,p17udm32802
1.0091952115409255,p17ulv34566
1.0091996603860283,p17ulv6781
1.0092055090440875,p17ulv37527
1.0092098661415243,p17ulv12212
1.0092103756687805,p17udt10158lv
1.0092113733677215,p17ulv13729
1.0092183388551101,p17udm38100
1.0092202098056346,p17ulv12145
1.0092233367179033,p17ulv9867
1.0092238873694415,p17udm10608
1.009256876177458,p17ulv37697
1.0092588737887207,p17udm35417
1.0092592186341203,p17ulv37548
1.009266236963473,p17ulv37302
1.0092664839376346,p17ulv13797
1.0092685655761935,p17udt6051lv
1.0092732207518433,p17udm35185
1.0092895117529168,p17ulv34449
1.00929147013833,p17ulv22445
1.0092994201481296,p17udt10146lv
1.00930456321145,p17ulv22423
1.0093064885324834,p17ulv12737
1.0093066895818976,p17ulv32298
1.0093139789927035,p17ulv4495
1.0093142503154304,p17udm7198
1.0093156980919504,p17udm5806
1.0093178946366959,p17ulv38191
1.0093212785389192,p17ulv13824
1.009328423533593,p17ulv34640
1.00933108220035,p17udm4950
1.0093383121177735,p17ulv34688
1.009341725970282,p17udm32843
1.0093455101346442,p17ulv10035
1.009348817684553,p17udm3818
1.0093528053345437,p17ulv22492
1.009373882600493,p17ulv34509
1.0093810480585588,p17udm4978
1.0093815732531743,p17ulv34495
1.0093864752083994,p17udt10037lv
1.0093955553416483,p17ulv33899
1.0094090136902394,p17udm1962
1.0094141499008185,p17ulv39362
1.0094153066823868,p17ulv13746
1.0094159323370548,p17ulv34514
1.0094252571581204,p17ulv34664
1.0094325293005613,p17ulv37396
1.0094356437142493,p17ulv11219
1.009437317172083,p17ulv22436
1.0094416939292725,p17ulv34576
1.0094423233849525,p17ulv22502
1.0094502648440038,p17ulv4426
1.0094509014958928,p17ulv10031
1.0094513828920955,p17udm23294
1.0094525886564267,p17ulv22447
1.0094580073244988,p17udm23338
1.00947457783095,p17udm7799
1.0094746802785854,p17udm38060
1.0094787930128013,p17ulv4479
1.0094910166039646,p17udm10606
1.0094920384324833,p17ulv34556
1.009493263387029,p17ulv38020
1.009504812490075,p17udm6011
1.009517224182645,p17ulv34371
1.0095173599731326,p17ulv37751
1.0095186974830401,p17ulv13672
1.009520012844852,p17udm35415
1.009521584506111,p17udt9300lv
1.0095273071613478,p17ulv34530
1.009528664206223,p17udm4916
