Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
265.2586802816235,-1628.2486246589494,16.29104279680778,6510.353354676822,1453.2113060067236,5057.142048670076,190,16,0
