Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
848.113897957438,269.823481128514,314.3217537666748,33293.03364762094,6692.591232371921,26600.44241524906,190,16,0
